SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Contract_ordinal,gender_Male,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0.0,0.0,0.0,0.2994652406417112,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13476965390786147,0.5742689931171606,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1.0,1.0,1.0,0.6631016042780749,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19161127664451072,1.0077028296923587,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.9197860962566845,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.5390786156314464,1.7021838592519218,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.8556149732620321,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4978225991290398,1.5546871881950415,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.9197860962566845,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.37863855145542075,1.524021000460791,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,-0.44919786096256686,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,-0.09168003667201467,-0.2389001970153803,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.12834224598930483,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.34288333715333497,0.5410194729566458,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9278019711207885,-0.39693338122657496,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,0.4919786096256685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8205363282145314,-0.012060389023739862,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,0.0,0.0,-0.47058823529411764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.10909924363969752,-0.2565336177901623,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.44919786096256686,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.643593857437543,0.10492973843759185,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,0.8983957219251337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8544579417831768,0.0801413576282686,2.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.7486631016042781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9342195736878296,-0.04274108986150871,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,0.0,-0.0213903743315508,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.2961265184506074,0.01133473384782284,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17694247077698844,0.2548065584714799,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.42780748663101603,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7389410955764383,0.01907021802309755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,-0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9213843685537475,-0.28603875724294575,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,-0.42780748663101603,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.27870731148292466,-0.2572302467590426,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,-0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9397203758881505,-0.3701131659246843,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.0,1.0,1.0,0.7272727272727273,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3823057529223011,1.2705641606165166,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.47058823529411764,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5574146229658492,-0.3175757311882967,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,1.0,1.0,-0.10695187165775401,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.28879211551684625,-0.014295406965564033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0,1.0,0.0,-0.21390374331550802,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.07517763007105194,-0.029418060831673438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,-0.44919786096256686,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5436626174650472,-0.1389919923951338,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0
1.0,1.0,1.0,0.9197860962566845,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8150355260142106,1.9763944371274216,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,-0.0213903743315508,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.6527618611047444,0.4237826227355023,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,0.0,-0.06417112299465241,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04675681870272743,0.1660589304568362,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,-0.21390374331550802,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.837038734815494,-0.27650364823139695,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,-0.4919786096256685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3951409580563832,-0.32339548569915066,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-0.21911528764611513,0.6142235671031483,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,1.0,-0.5133689839572193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9360531744212698,-0.3777325452718123,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,0.8983957219251337,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4895713958285584,1.6030883884287026,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.5561497326203209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4987393994957599,-0.3668186914260213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,-0.5775401069518716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17785927114370853,-0.35014313548344966,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,0.0,0.9197860962566845,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.7270226908090766,1.8849038325478114,2.0,-1.0,1.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,-0.40641711229946526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9470547788219116,-0.3553388265430151,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9204675681870275,-0.3968172763984283,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,0.0,-0.5347593582887701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.13476965390786147,-0.31586318497313265,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,-0.0427807486631016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.32363052945221177,0.032291655328304546,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.4919786096256685,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.34746733898693566,0.9260375961946643,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,-0.1497326203208556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17419206967682788,0.09260811355052191,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010084804033921563,-0.38240576460471754,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,0.0,-0.40641711229946526,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2851249140499656,-0.23759401769872976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,1.0,0.40641711229946526,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2695393078157232,0.36683320452953955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.911299564519826,-0.3966721453632449,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,0.0,-0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9250515700206282,-0.32592076571134165,2.0,-1.0,0.0,1.0,0.0,1.0,0.0,0
0.0,1.0,1.0,-0.27807486631016043,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,0.2640385056154024,0.0031493434634795626,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.5775401069518716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9388035755214303,-0.39449517983549404,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1.0,0.0,0.0,-0.32085561497326204,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.46023378409351356,-0.03311890222884991,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.6844919786096256,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1925280770112308,1.0416780050287902,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,-0.3850267379679144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9177171670868669,-0.32991186917888493,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.36363636363636365,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.06509282603713037,-0.14941240072130127,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1
0.0,1.0,0.0,0.8770053475935828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9287187714875087,0.013468160065018664,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,-0.25668449197860965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9250515700206282,-0.30463004284993817,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,-0.5775401069518716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.009168003667201469,-0.3582849865572379,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,-0.42780748663101603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9452211780884713,-0.34883695616679916,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,1.0,1.0,0.0855614973262032,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2209488883795553,0.16486885596833242,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,0.8556149732620321,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.30071052028420825,1.3952026936320132,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.2994652406417112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.3969745587898235,-0.1888445029806287,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.0,0.12834224598930483,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5500802200320881,0.6577193383476105,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.3850267379679144,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.27870731148292466,0.36766045143008497,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48315379326151736,-0.3898945260201805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.25668449197860965,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2713729085491634,0.2467662991223201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,-0.1711229946524064,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8150355260142106,-0.2384938301168668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.10695187165775401,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.37222094888837953,0.12420313990994615,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,0.0855614973262032,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.07792803117121248,0.3093903408039534,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,-0.3850267379679144,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7499426999770802,-0.05931505407945203,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.5133689839572193,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.15127206050882422,0.7416341028906474,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,-0.5775401069518716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.18427687371074944,-0.34927234927234935,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,0.0,0.0,-0.5989304812834224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10909924363969752,-0.3805190611473334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1.0,0.0,0.0,-0.21390374331550802,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4657345862938347,0.11334733847822853,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,-0.5133689839572193,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.11918404767361908,-0.29524006487357274,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.12834224598930483,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.705019482007793,0.7657403678346086,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.0,-0.5775401069518716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.3731377492550998,-0.36930043212765734,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,-0.1925133689839572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.931469172587669,-0.2809736841150454,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.9197860962566845,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.2832913133165254,1.3829536342625348,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,0.1925133689839572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9204675681870275,-0.18520171399752555,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.32085561497326204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3731377492550998,0.21818999829471028,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.21390374331550802,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.3951409580563832,0.14322981862248874,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0,1.0,0.0,0.6844919786096256,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1888608755443502,1.0082107883155005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4859041943616778,-0.38993806533073555,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.1497326203208556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9195507678203072,-0.2007307347621484,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,1.0,1.0,-0.44919786096256686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9433875773550311,-0.34416373683389395,2.0,-1.0,0.0,1.0,0.0,0.0,1.0,0
1.0,1.0,0.0,0.25668449197860965,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.30346092138436853,0.24033699426369584,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.5775401069518716,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.1879440751776301,0.550148215069681,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.27807486631016043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9213843685537475,-0.16019563663542724,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.5133689839572193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9342195736878296,-0.37379949421834247,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.8983957219251337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9333027733211094,0.008446626247673342,2.0,-1.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,0.9197860962566845,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6931010772404309,1.8264015122653867,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,-0.3850267379679144,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5326610130644053,-0.07436514242796967,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,0.0,0.0,-0.44919786096256686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014668805867522297,-0.23643296941726263,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.6844919786096256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.930552372220949,-0.02200186493380216,2.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.8556149732620321,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1659408663763465,0.7964210686723775,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,1.0,0.8556149732620321,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5308274123309651,1.6313308878753907,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.25668449197860965,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.3511345404538162,0.19961322579123622,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.40641711229946526,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.007334402933761279,0.5372750922489142,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,1.0,0.3850267379679144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.930552372220949,-0.12727991785583412,2.0,-1.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.924134769653908,-0.13077757580375385,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,-0.3422459893048128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07151042860417155,-0.1424170848254618,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,1.0,0.0,0.8342245989304813,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.16685766674306662,1.1983179313022245,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.2994652406417112,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5436626174650472,0.008011233142123169,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,-0.06417112299465241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.15493926197570485,0.18775602021675317,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.47058823529411764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.20903048361219345,-0.29553032694393955,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9406371762548705,-0.07655662105923887,2.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.9197860962566845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8324547329818932,0.11683048332262992,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,-0.1711229946524064,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4565665826266332,0.1851001222728971,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,-0.10695187165775401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08984643593857448,0.10462496326370667,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,1
1.0,1.0,0.0,0.5989304812834224,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3548017419206967,1.026932691854158,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.42780748663101603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9177171670868669,-0.14121249723343968,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.9197860962566845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8471235388494157,0.11357954813452195,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.7486631016042781,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6151730460692184,1.5146310224844255,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.1711229946524064,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-0.6206738482695394,-0.02101497389455507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.25668449197860965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11276644510657816,-0.02143585389658692,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,1.0,0.9197860962566845,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.08801283520513403,0.9253409672257841,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.42780748663101603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9250515700206282,-0.1347686792712971,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.5561497326203209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9342195736878296,-0.3849890970309819,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.47058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8352051340820537,-0.047936780921074146,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,0.0,-0.5989304812834224,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.4739857895943159,-0.3897493949849971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,1.0,1.0,0.25668449197860965,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.14393765757506294,0.5293799639349377,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.9197860962566845,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2640385056154024,1.3578169389687713,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,-0.44919786096256686,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.2695393078157232,-0.20075976096918507,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.32085561497326204,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,-0.09351363740545486,0.40263703090928227,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.5775401069518716,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0980976392390556,0.8341551378200592,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,1.0,0.0,-0.10695187165775401,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-0.5757506303002522,-0.1207780474796182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,-0.5561497326203209,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8297043318817329,-0.38561316048227046,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,-0.3850267379679144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9195507678203072,-0.34023068578042404,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,-0.44919786096256686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9351363740545497,-0.3564563355139272,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9131331652532662,-0.39670117157028156,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0
